CCTV,#genre#
CCTV4,http://cctvtxyh5ca.liveplay.myqcloud.com/live/cctveurope_2_hd/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227640/index.m3u8
CCTV5,http://183.207.249.207/ott.js.chinamobile.com/PLTV/3/224/3221226362/index.m3u8
CCTV5,http://183.207.248.108/ott.js.chinamobile.com/PLTV/3/224/3221227478/index.m3u8
CCTV5,http://223.110.241.137:6610/gitv/live1/G_CCTV-5-HQ/G_CCTV-5-HQ/.m3u8
CCTV5,http://183.207.248.231/ott.js.chinamobile.com/PLTV/3/224/3221227452/index.m3u8
CCTV5,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227298/index.m3u8
CCTV5,http://183.207.249.205/ott.js.chinamobile.com/PLTV/3/224/3221227466/index.m3u8
CCTV5,http://223.82.250.72/live/cctv-5/1.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8
CCTV6,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227664/index.m3u8
CCTV6,http://183.207.249.208/ott.js.chinamobile.com/PLTV/3/224/3221227209/index.m3u8
CCTV6,http://223.110.241.137:6610/gitv/live1/G_CCTV-6-HQ/G_CCTV-6-HQ/.m3u8
CCTV6,http://cg01.hrtn.net:9090/live/cctv6hd_4000.m3u8
CCTV6,http://183.207.249.138/ott.js.chinamobile.com/PLTV/3/224/3221227430/index.m3u8
CCTV6,http://183.207.248.138/ott.js.chinamobile.com/PLTV/3/224/3221225548/index.m3u8
CCTV6,http://183.207.248.138/ott.js.chinamobile.com/PLTV/3/224/3221227301/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://183.207.248.230/ott.js.chinamobile.com/PLTV/3/224/3221227642/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://183.207.248.198/ott.js.chinamobile.com/PLTV/3/224/3221225546/index.m3u8
CCTV7,http://183.207.248.236/ott.js.chinamobile.com/PLTV/3/224/3221227314/index.m3u8
CCTV7,http://223.110.241.137:6610/gitv/live1/G_CCTV-7-HQ/G_CCTV-7-HQ/.m3u8
CCTV7,http://183.207.248.171/ott.js.chinamobile.com/PLTV/3/224/3221227626/index.m3u8
CCTV7,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8
CCTV7,http://117.169.120.140:8080/live/cctv-7/.m3u8
CCTV7,http://39.134.155.143/PLTV/88888888/224/3221225596/index.m3u8
CCTV8,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8
CCTV8,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227204/index.m3u8
CCTV8,http://183.207.249.174/ott.js.chinamobile.com/PLTV/3/224/3221227205/index.m3u8
CCTV8,http://183.207.248.202/ott.js.chinamobile.com/PLTV/3/224/3221225866/index.m3u8
CCTV8,http://223.110.243.144/ott.js.chinamobile.com/PLTV/3/224/3221227667/index.m3u8
CCTV8,http://223.82.250.72/ysten-business/live/cctv-8/1.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://183.207.248.142/ott.js.chinamobile.com/PLTV/3/224/3221227304/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://223.110.243.171/PLTV/3/224/3221227204/index.m3u8
CCTV9,http://223.82.250.72/live/cctv-9/1.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://223.110.241.137:6610/gitv/live1/G_CCTV-9/G_CCTV-9/.m3u8
CCTV9,http://183.207.248.171/ott.js.chinamobile.com/PLTV/3/224/3221225868/index.m3u8
CCTV9,http://183.207.249.174/ott.js.chinamobile.com/PLTV/3/224/3221225532/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://223.110.243.160/ott.js.chinamobile.com/PLTV/3/224/3221227704/index.m3u8
CCTV9,http://223.110.243.152/ott.js.chinamobile.com/PLTV/3/224/3221227659/index.m3u8
CCTV9,http://223.82.250.72/ysten-business/live/cctv-9/1.m3u8
CCTV9,http://39.134.155.179/PLTV/88888888/224/3221225611/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://117.169.120.140:8080/live/cctv-10/.m3u8
CCTV10,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227620/index.m3u8
CCTV10,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227717/index.m3u8
CCTV10,http://223.110.241.137:6610/gitv/live1/G_CCTV-10-HQ/G_CCTV-10-HQ/.m3u8
CCTV10,http://39.134.155.185/PLTV/88888888/224/3221225600/index.m3u8
CCTV10,http://39.134.155.185/PLTV/88888888/224/3221225652/index.m3u8
CCTV10,http://39.134.39.39/PLTV/88888888/224/3221226164/index.m3u8
CCTV11,http://cg01.hrtn.net:9090/live/cctv11_1500.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227720/index.m3u8
CCTV11,http://223.110.245.152/ott.js.chinamobile.com/PLTV/3/224/3221227384/index.m3u8
CCTV11,http://223.110.241.137:6610/gitv/live1/G_CCTV-11-HQ/G_CCTV-11-HQ/.m3u8
CCTV11,http://223.82.250.72/live/cctv-11/1.m3u8
CCTV11,http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227524/index.m3u8
CCTV11,http://223.110.245.169:80/PLTV/4/224/3221227384/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCIburiQ3nf8nBwU5Yl3nbAQ3MzF%2BeJUfOz5u0gFlvWZLA%3D%3D%3A20180401121234%2C18851042983%2C112.25.46.67%2C20180401121234%2CG_CCTV-11-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=43
CCTV11,http://39.134.155.139/PLTV/88888888/224/3221225622/index.m3u8
CCTV11,http://117.169.120.140:8080/live/cctv-11/.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://183.207.249.171/ott.js.chinamobile.com/PLTV/3/224/3221225803/index.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227655/index.m3u8
CCTV12,http://223.110.241.137:6610/gitv/live1/CCTV-12/CCTV-12/.m3u8
CCTV12,http://183.207.249.238/ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8
CCTV12,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227637/index.m3u8
CCTV12,http://39.134.155.147/PLTV/88888888/224/3221225665/index.m3u8
CCTV12,http://39.134.155.157/PLTV/88888888/224/3221225584/index.m3u8
CCTV12,http://hdtv.haust.edu.cn/hls/cctv12.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://cg01.hrtn.net:9090/live/cctv13_1500.m3u8
CCTV13,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227601/index.m3u8
CCTV13,http://183.207.249.102/ott.js.chinamobile.com/PLTV/3/224/3221225560/index.m3u8
CCTV13,http://223.110.241.137:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ/.m3u8
CCTV13,http://183.207.248.109/ott.js.chinamobile.com/PLTV/3/224/3221227387/index.m3u8
CCTV13,http://117.169.120.140:8080/live/cctv-13/.m3u8
CCTV13,http://39.134.155.143/PLTV/88888888/224/3221225597/index.m3u8
CCTV13,http://ott.js.chinamobile.com/PLTV/3/224/3221225560/index.m3u8
CCTV13,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://223.110.241.137:6610/gitv/live1/G_CCTV-14/G_CCTV-14/.m3u8
CCTV14,http://183.207.248.176/ott.js.chinamobile.com/PLTV/3/224/3221225813/index.m3u8
CCTV14,http://183.207.249.106/ott.js.chinamobile.com/PLTV/3/224/3221227201/index.m3u8
CCTV14,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227693/index.m3u8
CCTV14,http://39.134.155.175/PLTV/88888888/224/3221225638/index.m3u8
CCTV14,http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221225813/index.m3u8
CCTV14,http://39.134.155.177/PLTV/88888888/224/3221225609/index.m3u8
CCTV14,http://cdnrrs.gx.chinamobile.com/PLTV/88888888/224/3221225648/index.m3u8
CCTV15,http://223.82.250.72/live/cctv-15/1.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://183.207.248.208/ott.js.chinamobile.com/PLTV/3/224/3221225817/index.m3u8
CCTV15,http://223.110.241.137:6610/gitv/live1/G_CCTV-15/G_CCTV-15/.m3u8
CCTV15,http://cg01.hrtn.net:9090/live/cctv15_1500.m3u8
CCTV15,http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227538/index.m3u8
CCTV15,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8
CCTV15,http://223.82.250.72/ysten-business/live/cctv-15/1.m3u8
CCTV15,http://39.134.155.217/PLTV/88888888/224/3221225610/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://183.207.248.138/ott.js.chinamobile.com/PLTV/3/224/3221225798/index.m3u8
江西卫视,http://223.110.241.137:6610/gitv/live1/JXWS/JXWS/.m3u8
江西卫视,http://183.207.249.104/ott.js.chinamobile.com/PLTV/3/224/3221225536/index.m3u8
江西卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/4/224/3221227738/index.m3u8
江西卫视,http://39.134.155.137/PLTV/88888888/224/3221225594/index.m3u8
江西卫视,http://117.169.120.140:8080/live/jiangxistv/.m3u8
江西卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227738/index.m3u8
江西卫视,http://39.134.39.39/PLTV/88888888/224/3221226207/index.m3u8
江西卫视,http://hdtv.haust.edu.cn/hls/jxtv.m3u8
江西都市,http://39.135.139.214:6610/PLTV/88888888/224/3221225584/2/index.m3u8
江西都市,http://149.129.100.78/jxtv.php?id=jxtv2
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://183.207.248.198/ott.js.chinamobile.com/PLTV/3/224/3221225800/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://183.207.249.174/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8
安徽卫视,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227643/index.m3u8
安徽卫视,http://223.110.241.137:6610/gitv/live1/AHWS/AHWS/.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://39.134.155.139/PLTV/88888888/224/3221225598/index.m3u8
安徽卫视,http://183.207.249.235/ott.js.chinamobile.com/PLTV/3/224/3221227498/index.m3u8
安徽卫视,http://183.207.248.198/ott.js.chinamobile.com/PLTV/3/224/3221227759/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://183.207.249.110/ott.js.chinamobile.com/PLTV/3/224/3221225858/index.m3u8
北京卫视,http://223.110.241.137:6610/gitv/live1/G_BEIJING/G_BEIJING/.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://183.207.249.174/ott.js.chinamobile.com/PLTV/3/224/3221227390/index.m3u8
北京卫视,http://183.207.249.238/ott.js.chinamobile.com/PLTV/3/224/3221227246/index.m3u8
北京卫视,http://39.134.155.155/PLTV/88888888/224/3221225539/index.m3u8
北京卫视,http://39.134.155.177/PLTV/88888888/224/3221225559/index.m3u8
北京卫视,http://183.207.248.206/ott.js.chinamobile.com/PLTV/3/224/3221227436/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221227249/index.m3u8
广东卫视,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227591/index.m3u8
广东卫视,http://223.110.246.73/ott.js.chinamobile.com/PLTV/4/224/3221227691/index.m3u8
广东卫视,http://223.110.241.137:6610/gitv/live1/G_GUANGDONG/G_GUANGDONG/.m3u8
广东卫视,http://183.207.248.137/ott.js.chinamobile.com/PLTV/3/224/3221225864/index.m3u8
广东卫视,http://183.207.249.103/ott.js.chinamobile.com/PLTV/3/224/3221227399/index.m3u8
广东卫视,http://39.134.39.39/PLTV/88888888/224/3221226180/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://183.207.249.207/ott.js.chinamobile.com/PLTV/3/224/3221225854/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://223.110.245.152/ott.js.chinamobile.com/PLTV/3/224/3221227735/index.m3u8
湖南卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://183.207.248.107/ott.js.chinamobile.com/PLTV/3/224/3221227320/index.m3u8
湖南卫视,http://223.110.241.137:6610/gitv/live1/G_HUNAN/G_HUNAN/.m3u8
湖南卫视,http://223.110.246.72/ott.js.chinamobile.com/PLTV/4/224/3221227698/index.m3u8
湖南卫视,http://183.207.248.202/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8
江苏卫视,http://223.82.250.72/live/hdjiangsustv/1.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://183.207.248.106/ott.js.chinamobile.com/PLTV/3/224/3221225782/index.m3u8
江苏卫视,http://183.207.248.198/ott.js.chinamobile.com/PLTV/3/224/3221227292/index.m3u8
江苏卫视,http://183.207.249.139/ott.js.chinamobile.com/PLTV/3/224/3221227389/index.m3u8
江苏卫视,http://223.110.245.156/ott.js.chinamobile.com/PLTV/3/224/3221227372/index.m3u8
江苏卫视,http://183.207.249.138/ott.js.chinamobile.com/PLTV/3/224/3221227289/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://223.110.245.150/ott.js.chinamobile.com/PLTV/3/224/3221227689/index.m3u8
江苏卫视,http://183.207.248.206/ott.js.chinamobile.com/PLTV/3/224/3221227402/index.m3u8
厦门卫视,http://183.207.249.198/ott.js.chinamobile.com/PLTV/3/224/3221226996/index.m3u8
厦门卫视,http://223.110.241.137:6610/gitv/live1/G_XIAMEN/G_XIAMEN/.m3u8
厦门卫视,http://183.207.248.104/ott.js.chinamobile.com/PLTV/3/224/3221227604/index.m3u8
厦门卫视,http://223.110.246.73/ott.js.chinamobile.com/PLTV/4/224/3221226996/index.m3u8
厦门卫视,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221226996/index.m3u8
厦门卫视,http://hdtv.haust.edu.cn/hls/xmtv.m3u8
厦门卫视,http://hdtv.haust.edu.cn/hls/hls160.m3u8
厦门卫视,http://hdtv.haust.edu.cn/hls/hls186a454.m3u8
厦门卫视,http://39.134.39.39/PLTV/88888888/224/3221225689/index.m3u8
上海卫视,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225856/index.m3u8
上海卫视,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227396/index.m3u8
上海卫视,http://223.110.245.170/PLTV/3/224/3221227208/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://183.207.249.235/ott.js.chinamobile.com/PLTV/3/224/3221225862/index.m3u8
深圳卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视,http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8
深圳卫视,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227695/index.m3u8
深圳卫视,http://183.207.248.202/ott.js.chinamobile.com/PLTV/3/224/3221227307/index.m3u8
深圳卫视,http://183.207.248.141/ott.js.chinamobile.com/PLTV/3/224/3221227217/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://183.207.249.144/ott.js.chinamobile.com/PLTV/3/224/3221225808/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://117.169.120.140:8080/live/hdtianjinstv/.m3u8
天津卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227382/index.m3u8
天津卫视,http://223.110.241.137:6610/gitv/live1/TJWS/TJWS/.m3u8
天津卫视,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227633/index.m3u8
天津卫视,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227756/index.m3u8
天津卫视,http://cg01.hrtn.net:9090/live/tjhd_4000.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://yd-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227744/index.m3u8
浙江卫视,http://223.110.241.137:6610/gitv/live1/G_ZHEJIANG/G_ZHEJIANG/.m3u8
浙江卫视,http://183.207.248.168/ott.js.chinamobile.com/PLTV/3/224/3221225860/index.m3u8
浙江卫视,http://183.207.249.133/ott.js.chinamobile.com/PLTV/3/224/3221227215/index.m3u8
浙江卫视,http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227393/index.m3u8
浙江卫视,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227692/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
东方卫视,http://223.82.250.72/live/hddongfangstv/1.m3u8
东方卫视,http://183.207.249.207/ott.js.chinamobile.com/PLTV/3/224/3221225856/index.m3u8
东方卫视,http://223.110.243.142/ott.js.chinamobile.com/PLTV/3/224/3221227597/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://183.207.248.202/ott.js.chinamobile.com/PLTV/3/224/3221227396/index.m3u8
东方卫视,http://223.110.243.152/ott.js.chinamobile.com/PLTV/3/224/3221227732/index.m3u8
东方卫视,http://223.110.241.137:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/1.m3u8
东方卫视,http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227688/index.m3u8
东方卫视,http://cg01.hrtn.net:9090/live/dfhd_4000.m3u8
东方卫视,http://223.110.241.137:6610/gitv/live1/G_DONGFANG/G_DONGFANG/.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://223.110.241.137:6610/gitv/live1/DNWS/DNWS/.m3u8
东南卫视,http://183.207.249.133/ott.js.chinamobile.com/PLTV/3/224/3221225816/index.m3u8
东南卫视,http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227553/index.m3u8
东南卫视,http://117.169.120.140:8080/live/dongnanstv/.m3u8
东南卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227670/index.m3u8
东南卫视,http://cg01.hrtn.net:9090/live/dnws_1500.m3u8
东南卫视,http://183.207.249.15:80/PLTV/4/224/3221225816/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzA4vtSIDkGIgBiaqrfuKfc0%2BwWipdMTdABhAgmyZ6eCI0bEQv%2BnpLVkyA3C%2BPrtQbuKToqX5PTJD7muv2bITcKw%3D%3D%3A20180401123639%2C18851042983%2C112.25.46.66%2C20180401123639%2CDNWS%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=824
东南卫视,http://hdtv.haust.edu.cn/hls/dntv.m3u8
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8
凤凰中文,http://183.207.248.170/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225948/1.m3u8
凤凰中文,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8
凤凰中文,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://223.110.245.139/PLTV/3/224/3221226922/index.m3u8
凤凰资讯,http://223.82.250.72/ysten-bussiness/live/fhzixun/1.m3u8
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8
凤凰资讯,http://183.207.249.144/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://hdtv.haust.edu.cn/hls/fhzx.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/.m3u8
凤凰资讯,http://hdtv.haust.edu.cn/hls/hls255.m3u8
凤凰资讯,http://223.82.250.72/ysten-business/live/fhzixun/1.m3u8
凤凰资讯,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
CHC动作,http://125.210.152.18:9090/live/DZDYHD_H265.m3u8
